id,team,wiki,region,country,village,kind,section,application,isRemote,year
2633,MichiganState,https://2018.igem.org/Team:MichiganState,north-america,USA,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2018
2919,MichiganState,https://2019.igem.org/Team:MichiganState,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2019
3359,MichiganState,https://2020.igem.org/Team:MichiganState,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2020
3719,MichiganState,https://2021.igem.org/Team:MichiganState,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2021
4135,MichiganState,https://2022.igem.wiki/michiganstate,north-america,USA,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2022
5325,MichiganState,https://2024.igem.wiki/michiganstate,north-america,USA,Bioremediation,collegiate,undergrad,accepted,FALSE,2024
1171,microvesicle_drug,https://2013.igem.org/Team:microvesicle_drug,asia,CHN,,collegiate,overgrad,deleted,FALSE,2013
2531,MICW_,https://2018.igem.org/Team:MICW_,north-america,USA,,community-lab,collegiate,deleted,FALSE,2018
4492,Milton_Academy,https://2022.igem.wiki/milton-academy,north-america,USA,,collegiate,collegiate,deleted,FALSE,2022
3297,Mines,https://2019.igem.org/Team:Mines,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2019
4022,Mines,https://2021.igem.org/Team:Mines,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2021
1256,Mingdao,https://2014.igem.org/Team:Mingdao,asia,TWN,,high-school,high-school,accepted,FALSE,2014
1608,Mingdao,https://2015.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2015
1991,Mingdao,https://2016.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2016
2230,Mingdao,https://2017.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2017
2543,Mingdao,https://2018.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2018
2932,Mingdao,https://2019.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2019
3376,Mingdao,https://2020.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2020
3728,Mingdao,https://2021.igem.org/Team:Mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2021
4150,Mingdao,https://2022.igem.wiki/mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2022
4652,Mingdao,https://2023.igem.wiki/mingdao,asia,TWN,High School,high-school,high-school,accepted,FALSE,2023
5049,Mingdao,https://2024.igem.wiki/mingdao,asia,TWN,Food & Nutrition,high-school,high-school,accepted,FALSE,2024
5604,Mingdao,,asia,TWN,,high-school,high-school,pending,,2025
36,Minnesota,https://2007.igem.org/Team:Minnesota,north-america,USA,,collegiate,collegiate,withdrawn,FALSE,2007
101,Minnesota,https://2008.igem.org/Team:Minnesota,north-america,USA,,collegiate,collegiate,accepted,FALSE,2008
202,Minnesota,https://2009.igem.org/Team:Minnesota,north-america,USA,Software Tools,collegiate,collegiate,accepted,FALSE,2009
311,Minnesota,https://2010.igem.org/Team:Minnesota,north-america,USA,New Application,collegiate,collegiate,accepted,FALSE,2010
632,Minnesota,https://2011.igem.org/Team:Minnesota,north-america,USA,Manufacturing,collegiate,collegiate,accepted,FALSE,2011
814,Minnesota,https://2012.igem.org/Team:Minnesota,north-america,USA,Manufacturing,collegiate,collegiate,accepted,FALSE,2012
1187,Minnesota,https://2013.igem.org/Team:Minnesota,north-america,USA,Manufacturing,collegiate,overgrad,accepted,FALSE,2013
1420,Minnesota,https://2014.igem.org/Team:Minnesota,north-america,USA,Environment,collegiate,overgrad,accepted,FALSE,2014
1626,Minnesota,https://2015.igem.org/Team:Minnesota,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2015
2099,Minnesota,https://2016.igem.org/Team:Minnesota,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2016
2375,Minnesota,https://2017.igem.org/Team:Minnesota,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2017
2873,Minnesota,https://2018.igem.org/Team:Minnesota,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2018
3942,MIPT_MSU,https://2021.igem.org/Team:MIPT_MSU,europe,RUS,Therapeutics,collegiate,undergrad,accepted,FALSE,2021
451,Mississippi,https://2006.igem.org/Team:Mississippi,north-america,USA,,collegiate,collegiate,accepted,FALSE,2006
40,Mississippi_State,https://2007.igem.org/Team:Mississippi_State,north-america,USA,Energy,collegiate,collegiate,accepted,FALSE,2007
144,Mississippi_State,https://2008.igem.org/Team:Mississippi_State,north-america,USA,,collegiate,collegiate,accepted,FALSE,2008
453,Missouri,https://2006.igem.org/Team:Missouri,north-america,USA,,collegiate,collegiate,accepted,FALSE,2006
1805,Missouri_Columbia,https://2015.igem.org/Team:Missouri_Columbia,north-america,USA,Health & Medicine,collegiate,overgrad,accepted,FALSE,2015
1464,Missouri-Columbia,https://2014.igem.org/Team:Missouri-Columbia,north-america,USA,Entrepreneurship,collegiate,overgrad,withdrawn,FALSE,2014
64,Missouri_Miners,https://2007.igem.org/Team:Missouri_Miners,north-america,USA,Energy,collegiate,collegiate,accepted,FALSE,2007
146,Missouri_Miners,https://2008.igem.org/Team:Missouri_Miners,north-america,USA,,collegiate,collegiate,accepted,FALSE,2008
269,Missouri_Miners,https://2009.igem.org/Team:Missouri_Miners,north-america,USA,Food/Energy,collegiate,collegiate,accepted,FALSE,2009
306,Missouri_Miners,https://2010.igem.org/Team:Missouri_Miners,north-america,USA,Food & Energy,collegiate,collegiate,accepted,FALSE,2010
621,Missouri_Miners,https://2011.igem.org/Team:Missouri_Miners,north-america,USA,Health & Medicine,collegiate,collegiate,accepted,FALSE,2011
877,Missouri_Miners,https://2012.igem.org/Team:Missouri_Miners,north-america,USA,Foundational Advance,collegiate,collegiate,accepted,FALSE,2012
1177,Missouri_Miners,https://2013.igem.org/Team:Missouri_Miners,north-america,USA,,collegiate,undergrad,withdrawn,FALSE,2013
1370,Missouri_Miners,https://2014.igem.org/Team:Missouri_Miners,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2014
3043,Missouri_Miners,https://2019.igem.org/Team:Missouri_Miners,north-america,USA,Open,collegiate,undergrad,accepted,FALSE,2019
3800,Missouri_Miners,https://2021.igem.org/Team:Missouri_Miners,north-america,USA,Diagnostics,collegiate,undergrad,accepted,FALSE,2021
4262,Missouri_Miners,https://2022.igem.wiki/missouri-miners,north-america,USA,Conservation,collegiate,overgrad,accepted,TRUE,2022
4856,Missouri-Miners,https://2023.igem.wiki/missouri-miners,north-america,USA,Diagnostics,collegiate,undergrad,accepted,TRUE,2023
5202,Missouri-Miners,https://2024.igem.wiki/missouri-miners,north-america,USA,Infectious Diseases,collegiate,overgrad,accepted,TRUE,2024
5759,Missouri-Miners,,north-america,USA,,collegiate,collegiate,accepted,,2025
1737,Missouri_Rolla,https://2015.igem.org/Team:Missouri_Rolla,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2015
2034,Missouri_Rolla,https://2016.igem.org/Team:Missouri_Rolla,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2016
2362,Missouri_Rolla,https://2017.igem.org/Team:Missouri_Rolla,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2017
2678,Missouri_Rolla,https://2018.igem.org/Team:Missouri_Rolla,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2018
493,MIT,https://2004.igem.org/Team:MIT,north-america,USA,,collegiate,collegiate,accepted,FALSE,2004
480,MIT,https://2005.igem.org/Team:MIT,north-america,USA,,collegiate,collegiate,accepted,FALSE,2005
466,MIT,https://2006.igem.org/Team:MIT,north-america,USA,,collegiate,collegiate,accepted,FALSE,2006
128,MIT,https://2008.igem.org/Team:MIT,north-america,USA,,collegiate,collegiate,accepted,FALSE,2008
181,MIT,https://2009.igem.org/Team:MIT,north-america,USA,Foundational Advance,collegiate,collegiate,accepted,FALSE,2009
415,MIT,https://2010.igem.org/Team:MIT,north-america,USA,Manufacturing,collegiate,collegiate,accepted,FALSE,2010
511,MIT,https://2011.igem.org/Team:MIT,north-america,USA,Health & Medicine,collegiate,collegiate,accepted,FALSE,2011
779,MIT,https://2012.igem.org/Team:MIT,north-america,USA,Information Processing,collegiate,collegiate,accepted,FALSE,2012
1179,MIT,https://2013.igem.org/Team:MIT,north-america,USA,Health & Medicine,collegiate,undergrad,accepted,FALSE,2013
1391,MIT,https://2014.igem.org/Team:MIT,north-america,USA,Health & Medicine,collegiate,undergrad,accepted,FALSE,2014
1705,MIT,https://2015.igem.org/Team:MIT,north-america,USA,Manufacturing,collegiate,undergrad,accepted,FALSE,2015
2100,MIT,https://2016.igem.org/Team:MIT,north-america,USA,Diagnostics,collegiate,overgrad,accepted,FALSE,2016
2429,MIT,https://2017.igem.org/Team:MIT,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2017
2649,MIT,https://2018.igem.org/Team:MIT,north-america,USA,Therapeutics,collegiate,overgrad,accepted,FALSE,2018
2957,MIT,https://2019.igem.org/Team:MIT,north-america,USA,Foundational Advance,collegiate,undergrad,accepted,FALSE,2019
3621,MIT,https://2020.igem.org/Team:MIT,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2020
4074,MIT,https://2021.igem.org/Team:MIT,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2021
4320,MIT,https://2022.igem.wiki/mit,north-america,USA,Therapeutics,collegiate,undergrad,accepted,TRUE,2022
4764,MIT,https://2023.igem.wiki/mit,north-america,USA,Therapeutics,collegiate,undergrad,accepted,FALSE,2023
5345,MIT,https://2024.igem.wiki/mit,north-america,USA,Oncology,collegiate,undergrad,accepted,FALSE,2024
3306,MITADTBIO_Pune,https://2019.igem.org/Team:MITADTBIO_Pune,asia,IND,Environment,collegiate,undergrad,accepted,FALSE,2019
955,MIT_E,https://2012.igem.org/Team:MIT_E,north-america,USA,,collegiate,collegiate,accepted,FALSE,2012
3470,MIT_MAHE,https://2020.igem.org/Team:MIT_MAHE,asia,IND,Therapeutics,collegiate,undergrad,accepted,FALSE,2020
3721,MIT_MAHE,https://2021.igem.org/Team:MIT_MAHE,asia,IND,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2021
4200,MIT_MAHE,https://2022.igem.wiki/mit-mahe,asia,IND,Food & Nutrition,collegiate,overgrad,accepted,FALSE,2022
4641,MIT-MAHE,https://2023.igem.wiki/mit-mahe,asia,IND,Bioremediation,collegiate,overgrad,accepted,FALSE,2023
5141,MIT-MAHE,https://2024.igem.wiki/mit-mahe,asia,IND,Agriculture,collegiate,undergrad,accepted,FALSE,2024
5645,MIT-MAHE,,asia,IND,,collegiate,collegiate,accepted,,2025
2312,MMF,https://2017.igem.org/Team:MMF,north-america,USA,,community-lab,collegiate,deleted,FALSE,2017
3591,MoDu_Shanghai,https://2020.igem.org/Team:MoDu_Shanghai,asia,CHN,High School,high-school,high-school,deleted,FALSE,2020
3865,MOLECULAR-BREEDERS,https://2021.igem.org/Team:MOLECULAR-BREEDERS,europe,RUS,High School,high-school,high-school,deleted,FALSE,2021
417,Monash_Australia,https://2010.igem.org/Team:Monash_Australia,asia,AUS,Manufacturing,collegiate,collegiate,accepted,FALSE,2010
1249,Montgomery_Cougars_NJUSA,https://2014.igem.org/Team:Montgomery_Cougars_NJUSA,north-america,USA,,high-school,high-school,accepted,FALSE,2014
2666,Montpellier,https://2018.igem.org/Team:Montpellier,europe,FRA,New Application,collegiate,overgrad,accepted,FALSE,2018
3147,Montpellier,https://2019.igem.org/Team:Montpellier,europe,FRA,Foundational Advance,collegiate,overgrad,accepted,FALSE,2019
3700,Montpellier,https://2020.igem.org/Team:Montpellier,europe,FRA,Therapeutics,collegiate,undergrad,accepted,FALSE,2020
4473,Montpellier,https://2022.igem.wiki/montpellier,europe,FRA,Food & Nutrition,collegiate,overgrad,accepted,FALSE,2022
4697,Montpellier,https://2023.igem.wiki/montpellier,europe,FRA,Diagnostics,collegiate,overgrad,disqualified,FALSE,2023
139,Montreal,https://2008.igem.org/Team:Montreal,north-america,CAN,,collegiate,collegiate,withdrawn,FALSE,2008
2870,MORPH-UJ-AGH-KRK-PL,https://2018.igem.org/Team:MORPH-UJ-AGH-KRK-PL,europe,POL,,collegiate,collegiate,withdrawn,FALSE,2018
3028,Moscow,https://2019.igem.org/Team:Moscow,europe,RUS,Diagnostics,collegiate,overgrad,accepted,FALSE,2019
3636,Moscow,https://2020.igem.org/Team:Moscow,europe,RUS,Diagnostics,collegiate,overgrad,accepted,FALSE,2020
3845,Moscow,https://2021.igem.org/Team:Moscow,europe,RUS,Diagnostics,collegiate,undergrad,accepted,FALSE,2021
4088,Moscow_City,https://2021.igem.org/Team:Moscow_City,europe,RUS,Diagnostics,collegiate,undergrad,accepted,FALSE,2021
3655,Moscow_Lomonosov,https://2020.igem.org/Team:Moscow_Lomonosov,europe,RUS,,collegiate,collegiate,deleted,FALSE,2020
3801,Moscow_Lomonosov,https://2021.igem.org/Team:Moscow_Lomonosov,europe,RUS,,collegiate,collegiate,deleted,FALSE,2021
2488,Moscow_RF,https://2017.igem.org/Team:Moscow_RF,europe,RUS,Food & Nutrition,community-lab,collegiate,accepted,FALSE,2017
3565,Moscow-Russia,https://2020.igem.org/Team:Moscow-Russia,europe,RUS,Diagnostics,collegiate,undergrad,disqualified,FALSE,2020
689,Mount_Saint_Mary_NJ,https://2012.igem.org/Team:Mount_Saint_Mary_NJ,north-america,USA,,high-school,high-school,deleted,FALSE,2012
199,MoWestern_Davidson,https://2009.igem.org/Team:MoWestern_Davidson,north-america,USA,Information Processing,collegiate,collegiate,accepted,FALSE,2009
3587,MRIIRS_FARIDABAD,https://2020.igem.org/Team:MRIIRS_FARIDABAD,asia,IND,Environment,collegiate,overgrad,accepted,FALSE,2020
5800,MSJ-Innovators,,north-america,USA,,high-school,high-school,pending,,2025
1099,MSOE_Milwaukee,https://2013.igem.org/Team:MSOE_Milwaukee,north-america,USA,Food & Energy,collegiate,overgrad,accepted,FALSE,2013
3218,MSP-Maastricht,https://2019.igem.org/Team:MSP-Maastricht,europe,NLD,New Application,collegiate,undergrad,accepted,FALSE,2019
3476,MSP-Maastricht,https://2020.igem.org/Team:MSP-Maastricht,europe,NLD,Environment,collegiate,undergrad,accepted,FALSE,2020
3947,MSP-Maastricht,https://2021.igem.org/Team:MSP-Maastricht,europe,NLD,Environment,collegiate,undergrad,accepted,FALSE,2021
4185,MSP-Maastricht,https://2022.igem.wiki/msp-maastricht,europe,NLD,Environment,collegiate,undergrad,accepted,FALSE,2022
4665,MSP-Maastricht,https://2023.igem.wiki/msp-maastricht,europe,NLD,Biomanufacturing,collegiate,undergrad,accepted,FALSE,2023
5306,MSP-Maastricht,https://2024.igem.wiki/msp-maastricht,europe,NLD,Bioremediation,collegiate,undergrad,accepted,FALSE,2024
5817,MSP-Maastricht,,europe,NLD,,collegiate,collegiate,pending,,2025
2125,MSU-Michigan,https://2016.igem.org/Team:MSU-Michigan,north-america,USA,Manufacturing,collegiate,undergrad,accepted,FALSE,2016
2405,MSU-Michigan,https://2017.igem.org/Team:MSU-Michigan,north-america,USA,Environment,collegiate,undergrad,accepted,FALSE,2017
1006,Mt_Lebanon_PA,https://2013.igem.org/Team:Mt_Lebanon_PA,north-america,USA,,high-school,high-school,accepted,FALSE,2013
244,MtSAC_SynBio_,https://2009.igem.org/Team:MtSAC_SynBio_,north-america,USA,,collegiate,collegiate,deleted,FALSE,2009
4057,MTUCORK,https://2021.igem.org/Team:MTUCORK,europe,IRL,,collegiate,collegiate,deleted,FALSE,2021
4051,MTU-CORK,https://2021.igem.org/Team:MTU-CORK,europe,IRL,Environment,collegiate,overgrad,accepted,FALSE,2021
2323,Munich,https://2017.igem.org/Team:Munich,europe,DEU,Diagnostics,collegiate,overgrad,accepted,FALSE,2017
2722,Munich,https://2018.igem.org/Team:Munich,europe,DEU,Manufacturing,collegiate,overgrad,accepted,FALSE,2018
3113,Munich,https://2019.igem.org/Team:Munich,europe,DEU,Diagnostics,collegiate,overgrad,accepted,FALSE,2019
4497,Munich,https://2022.igem.wiki/munich,europe,DEU,Therapeutics,collegiate,undergrad,accepted,FALSE,2022
4574,Munich,https://2023.igem.wiki/munich,europe,DEU,Therapeutics,collegiate,overgrad,accepted,FALSE,2023
5102,Munich,https://2024.igem.wiki/munich,europe,DEU,Foundational Advance,collegiate,overgrad,accepted,FALSE,2024
5544,Munich,,europe,DEU,,collegiate,collegiate,accepted,,2025
5016,MunichBioinformatics,https://2023.igem.wiki/munichbioinformatics,europe,DEU,Software & AI,collegiate,overgrad,accepted,FALSE,2023
4576,Munich-Software,https://2023.igem.wiki/munich-software,europe,DEU,,collegiate,collegiate,deleted,TRUE,2023
5753,NACIS SHANGHAI,,asia,CHN,,high-school,high-school,pending,,2025
1342,Nagahama,https://2014.igem.org/Team:Nagahama,europe,JEY,New Application,collegiate,undergrad,accepted,FALSE,2014
1653,Nagahama,https://2015.igem.org/Team:Nagahama,asia,JPN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2015
1950,Nagahama,https://2016.igem.org/Team:Nagahama,asia,JPN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2016
2256,Nagahama,https://2017.igem.org/Team:Nagahama,asia,JPN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2017
591,Nairobi,https://2011.igem.org/Team:Nairobi,africa,KEN,,collegiate,collegiate,withdrawn,FALSE,2011
5399,NAIS,https://2024.igem.wiki/nais,asia,CHN,Food & Nutrition,commercial,high-school,accepted,FALSE,2024
1787,NAIT_Edmonton,https://2015.igem.org/Team:NAIT_Edmonton,north-america,CAN,New Application,collegiate,overgrad,accepted,FALSE,2015
599,Nanjing,https://2011.igem.org/Team:Nanjing,asia,CHN,,collegiate,collegiate,withdrawn,FALSE,2011
3253,Nanjing,https://2019.igem.org/Team:Nanjing,asia,CHN,High School,high-school,high-school,accepted,FALSE,2019
4886,Nanjing-BioX,https://2023.igem.wiki/nanjing-biox,asia,CHN,High School,commercial,high-school,accepted,TRUE,2023
5206,Nanjing-BioX,https://2024.igem.wiki/nanjing-biox,asia,CHN,Food & Nutrition,commercial,high-school,accepted,FALSE,2024
4779,Nanjing-BioXstem,https://2023.igem.wiki/nanjing-bioxstem,asia,CHN,High School,commercial,high-school,accepted,FALSE,2023
788,Nanjing-China,https://2012.igem.org/Team:Nanjing-China,asia,CHN,Health & Medicine,collegiate,collegiate,accepted,FALSE,2012
1145,Nanjing-China,https://2013.igem.org/Team:Nanjing-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2013
1520,Nanjing-China,https://2014.igem.org/Team:Nanjing-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2014
1701,Nanjing-China,https://2015.igem.org/Team:Nanjing-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2015
1958,Nanjing-China,https://2016.igem.org/Team:Nanjing-China,asia,CHN,Energy,collegiate,undergrad,accepted,FALSE,2016
2257,Nanjing-China,https://2017.igem.org/Team:Nanjing-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2017
2740,Nanjing-China,https://2018.igem.org/Team:Nanjing-China,asia,CHN,Energy,collegiate,undergrad,accepted,FALSE,2018
3022,Nanjing-China,https://2019.igem.org/Team:Nanjing-China,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2019
3341,Nanjing-China,https://2020.igem.org/Team:Nanjing-China,asia,CHN,New Application,collegiate,undergrad,accepted,FALSE,2020
3731,Nanjing-China,https://2021.igem.org/Team:Nanjing-China,asia,CHN,New Application,collegiate,undergrad,accepted,FALSE,2021
4134,Nanjing-China,https://2022.igem.wiki/nanjing-china,asia,CHN,Climate Crisis,collegiate,undergrad,accepted,TRUE,2022
4605,Nanjing-China,https://2023.igem.wiki/nanjing-china,asia,CHN,Biomanufacturing,collegiate,undergrad,accepted,FALSE,2023
5034,Nanjing-China,https://2024.igem.wiki/nanjing-china,asia,CHN,Space,collegiate,undergrad,accepted,FALSE,2024
5650,Nanjing-China,,asia,CHN,,collegiate,collegiate,accepted,,2025
905,Nanjing_China_Bio,https://2012.igem.org/Team:Nanjing_China_Bio,asia,CHN,Health & Medicine,collegiate,collegiate,accepted,FALSE,2012
4777,Nanjing-EYA,https://2023.igem.wiki/nanjing-eya,asia,CHN,,collegiate,collegiate,deleted,TRUE,2023
3134,Nanjing_high-school,https://2019.igem.org/Team:Nanjing_high-school,asia,CHN,High School,high-school,high-school,accepted,FALSE,2019
3524,Nanjing_high-school,https://2020.igem.org/Team:Nanjing_high-school,asia,CHN,High School,high-school,high-school,accepted,FALSE,2020
4003,Nanjing_high-school,https://2021.igem.org/Team:Nanjing_high-school,asia,CHN,High School,commercial,high-school,accepted,FALSE,2021
4289,Nanjing_HS,https://2022.igem.wiki/nanjing-hs,asia,CHN,High School,commercial,high-school,accepted,TRUE,2022
1252,Nanjing_NFLS,https://2014.igem.org/Team:Nanjing_NFLS,asia,CHN,,high-school,high-school,accepted,FALSE,2014
1643,Nanjing_NFLS,https://2015.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2015
1894,Nanjing_NFLS,https://2016.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2016
2209,Nanjing_NFLS,https://2017.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2017
2597,Nanjing_NFLS,https://2018.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2018
2989,Nanjing_NFLS,https://2019.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2019
3492,Nanjing_NFLS,https://2020.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2020
3964,Nanjing_NFLS,https://2021.igem.org/Team:Nanjing_NFLS,asia,CHN,High School,high-school,high-school,accepted,FALSE,2021
4125,Nanjing_NFLS,https://2022.igem.wiki/nanjing-nfls,asia,CHN,High School,high-school,high-school,accepted,TRUE,2022
3850,Nanjing-NFLS,https://2021.igem.org/Team:Nanjing-NFLS,asia,CHN,High School,commercial,high-school,deleted,FALSE,2021
4606,Nanjing-NFLS,https://2023.igem.wiki/nanjing-nfls,asia,CHN,High School,high-school,high-school,accepted,FALSE,2023
5022,NANJING-NFLSFC,https://2023.igem.wiki/nanjing-nflsfc,asia,CHN,High School,high-school,high-school,accepted,FALSE,2023
5418,NANJING-NFLSUNITED,https://2024.igem.wiki/nanjing-nflsunited,asia,CHN,Biomanufacturing,high-school,high-school,accepted,FALSE,2024
4885,Nanjing-SDG,https://2023.igem.wiki/nanjing-sdg,asia,CHN,High School,commercial,high-school,accepted,FALSE,2023
4985,Nanjing-ZJFH,https://2023.igem.wiki/nanjing-zjfh,asia,CHN,,commercial,high-school,deleted,TRUE,2023
1331,Nankai,https://2014.igem.org/Team:Nankai,asia,CHN,Energy,collegiate,undergrad,accepted,FALSE,2014
1628,Nankai,https://2015.igem.org/Team:Nankai,asia,CHN,Health & Medicine,collegiate,undergrad,accepted,FALSE,2015
2991,Nantes,https://2019.igem.org/Team:Nantes,europe,FRA,New Application,collegiate,undergrad,accepted,FALSE,2019
3518,Nantes,https://2020.igem.org/Team:Nantes,europe,FRA,Environment,collegiate,undergrad,accepted,FALSE,2020
3811,Nantes,https://2021.igem.org/Team:Nantes,europe,FRA,Environment,collegiate,undergrad,accepted,FALSE,2021
4709,Nantes,https://2023.igem.wiki/nantes,europe,FRA,Therapeutics,collegiate,undergrad,accepted,FALSE,2023
35,Naples,https://2007.igem.org/Team:Naples,europe,ITA,Environment,collegiate,collegiate,accepted,FALSE,2007
5163,NASSZ,https://2024.igem.wiki/nassz,asia,CHN,Therapeutics,high-school,high-school,accepted,FALSE,2024
2088,NAU-CHINA,https://2016.igem.org/Team:NAU-CHINA,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2016
2365,NAU-CHINA,https://2017.igem.org/Team:NAU-CHINA,asia,CHN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2017
2557,NAU-CHINA,https://2018.igem.org/Team:NAU-CHINA,asia,CHN,Foundational Advance,collegiate,undergrad,accepted,FALSE,2018
3139,NAU-CHINA,https://2019.igem.org/Team:NAU-CHINA,asia,CHN,New Application,collegiate,undergrad,accepted,FALSE,2019
3408,NAU-CHINA,https://2020.igem.org/Team:NAU-CHINA,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2020
3735,NAU-CHINA,https://2021.igem.org/Team:NAU-CHINA,asia,CHN,Environment,collegiate,undergrad,accepted,FALSE,2021
4164,NAU-CHINA,https://2022.igem.wiki/nau-china,asia,CHN,Diagnostics,collegiate,undergrad,accepted,TRUE,2022
4613,NAU-CHINA,https://2023.igem.wiki/nau-china,asia,CHN,Food & Nutrition,collegiate,undergrad,accepted,FALSE,2023
5398,NAU-CHINA,https://2024.igem.wiki/nau-china,asia,CHN,Biomanufacturing,collegiate,undergrad,accepted,FALSE,2024
5011,NavarraBG,https://2023.igem.wiki/navarrabg,europe,ESP,High School,high-school,high-school,accepted,TRUE,2023
2687,Navarra_BG,https://2018.igem.org/Team:Navarra_BG,europe,ESP,High School,high-school,high-school,accepted,FALSE,2018
3045,Navarra_BG,https://2019.igem.org/Team:Navarra_BG,europe,ESP,High School,high-school,high-school,accepted,FALSE,2019
3931,Navarra_BG,https://2021.igem.org/Team:Navarra_BG,europe,ESP,High School,high-school,high-school,accepted,FALSE,2021
4374,Navarra_BG,https://2022.igem.wiki/navarra-bg,europe,ESP,High School,commercial,high-school,accepted,FALSE,2022
2348,NAWI_Graz,https://2017.igem.org/Team:NAWI_Graz,europe,AUT,Information Processing,collegiate,overgrad,accepted,FALSE,2017
2850,NAWI_Graz,https://2018.igem.org/Team:NAWI_Graz,europe,AUT,Environment,collegiate,overgrad,accepted,FALSE,2018
3204,NAWI_Graz,https://2019.igem.org/Team:NAWI_Graz,europe,AUT,Diagnostics,collegiate,overgrad,accepted,FALSE,2019
3474,NAWI_Graz,https://2020.igem.org/Team:NAWI_Graz,europe,AUT,,collegiate,collegiate,deleted,FALSE,2020
2142,NAWI-Graz,https://2016.igem.org/Team:NAWI-Graz,europe,AUT,New Application,collegiate,overgrad,accepted,FALSE,2016
3928,NAWI-Graz,https://2021.igem.org/Team:NAWI-Graz,europe,AUT,Environment,collegiate,overgrad,accepted,FALSE,2021
2545,NChungHsingU,https://2018.igem.org/Team:NChungHsingU,asia,TWN,,collegiate,collegiate,deleted,FALSE,2018
2546,NCHU_Taichung,https://2018.igem.org/Team:NCHU_Taichung,asia,TWN,New Application,collegiate,undergrad,accepted,FALSE,2018
3029,NCHU_Taichung,https://2019.igem.org/Team:NCHU_Taichung,asia,TWN,Environment,collegiate,undergrad,accepted,FALSE,2019
3830,NCHU_Taichung,https://2021.igem.org/Team:NCHU_Taichung,asia,TWN,Environment,collegiate,overgrad,accepted,FALSE,2021
4358,NCHU_Taichung,https://2022.igem.wiki/nchu-taichung,asia,TWN,Therapeutics,collegiate,undergrad,accepted,FALSE,2022
4934,NCHU-Taichung,https://2023.igem.wiki/nchu-taichung,asia,TWN,Conservation,collegiate,undergrad,disqualified,FALSE,2023
3488,NCHU_Taiwan,https://2020.igem.org/Team:NCHU_Taiwan,asia,TWN,,collegiate,collegiate,deleted,FALSE,2020
1920,NCKU_Tainan,https://2016.igem.org/Team:NCKU_Tainan,asia,TWN,Diagnostics,collegiate,undergrad,accepted,FALSE,2016
2275,NCKU_Tainan,https://2017.igem.org/Team:NCKU_Tainan,asia,TWN,Environment,collegiate,undergrad,accepted,FALSE,2017
